Charity_Legal_Name,Charity_Website,Charity_Size,charity_ID,age
Mental Health Victoria Ltd,www.mhvic.org.au,Large,45860,36
Manning Valley Neighbourhood Services Inc,www.mvns.org.au,Medium,45870,41
Khacho Yulo Ling Buddhist Centre Incorporated,www.yuloling.com,Small,45880,18
St Therese's Catholic Church Essendon,https://www.stthereses.org.au,Medium,45904,100
Presbyterian Church Of Australia Parishof Gulgong,https://gulgongpresbyterian.org/,Small,45911,150
Heritage Bank Charitable Foundation,https://www.heritagecharitablefoundation.org.au,Medium,45927,3
Volunteering Victoria Incorporated,www.volunteeringvictoria.org.au,Large,45973,45
Lutheran Church Queensland Australian Disaster Relief Fund,https://www.qlg.org.au/,Small,45995,5
Citizens Radio Emergency Service Teams Victoria Incorporated,http://www.crestvic.org.au,Small,46013,44
Uca - Wanda Street Mulgrave,https://mulgraveunitingchurch.org.au/,Small,46067,45
St Kevin's Catholic Church Ormond,http://pol.org.au/murrumbeena,Small,46071,94
Malipai (Aust) Limited,www.malipai.org,Small,46117,10
OZZY CARE LIMITED,www.ozzycare.org.au,Small,46140,2
Australian-Palestinianpartnerships In Education And Health Incorporated,http://appeh.org.au,Small,46189,12
Vietnamese Evangelical Church In Australia Perth,tinlanhperth.org,Medium,46241,41
Northwestern Community Church A Church Of Christ,http://www.nwcc.org.au/,Small,46258,22
Holy Cross Lutheran Church Education And Fellowship Centre,www.birdwoodlutheranchurch.com.au,Small,46262,26
Emergency Services Foundation Trust,www.esf.com.au,Medium,46273,16
Adult and Community Education Victoria Incorporated,https://www.acevic.org.au/,Small,46284,33
Backpacks 4 SA Kids Inc,www.backpacks4sakids.org,Medium,46317,12
Centro Church,http://www.centrochurch.com.au,Medium,46318,67
Tumaini Miles of Smiles Australia Inc.,https://www.facebook.com/Tumaini-Miles-of-Smiles-Australia-Inc-357883594233986/,Small,46320,7
Happy Paws Haven Inc,www.happypawshaven.com.au,Small,46338,16
The Missionary Oblates Of Mary Immaculate,www.oblates.com.au,Medium,46340,206
Lincoln Park Horse and Human Rehabilitation Centre,www.lincolnparkhhrc.com.au,Small,46341,3
Gladstone PAWS Incorporated,http://www.gladstonepaws.com,Small,46347,3
Council On The Ageing Wa Inc,http://www.cotawa.org.au,Large,46359,63
Ananda Marga Universal Relief Team Ltd.,www.amurt.org.au,Small,46377,36
Victorian Animal Aid Trust,www.animalaid.org.au,Large,46378,74
Our Lady Of The Assumption Catholic Church Cheltenham,http://www.olacheltenham.org.au,Medium,46402,64
Northshore Unit Of The West Australian State Emergency Service,http://www.northshoreses.com.au/,Small,46406,23
The Repat Foundation Incorporated,http://www.mesha.org.au,Large,46425,29
Wollongong Homeless Hub and Housing Services,www.wefh.org.au,Large,46427,40
Supportlink Australia Limited,www.Supportlink.com.au,Large,46459,16
St Laurence's Catholic Church - Leongatha,www.cdsale.org.au,Small,46478,121
The Centre For Women & Co. Ltd,http://www.centreforwomen.org.au,Large,46504,30
Smile Outreach Foundation Ltd,http://www.smileoutreach.org,Small,46506,10
W R E B Co-Op Ltd,www.outbackradio.com.au,Large,46533,44
Scientific and Support Staff Benevolent Association Incorporated,https://donate.mycause.com.au/charity/46904,Small,46540,7
St Joseph's Catholic Church Northcote,http://pol.org.au/northcote,Small,46547,129
Global Advance Projects Inc.,www.globaladvanceprojects.org,Small,46568,2
Enveco Association Incorporated,www.enveco.org.au,Small,46652,14
Good Shepherd Lutheran Church Para Vista Inc,https://paravista.org.au/,Medium,46714,56
Woden Community Service Incorporated,www.wcs.org.au/,Large,46722,46
Guanaba South Coast Country Music Club Inc,www.facebook.com/guanabacountrymusicclub,Small,46724,34
Rotary Australia Relief Fund,www.rawcs.org.au,Medium,46766,6
Fur Life Foundation Ltd,www.apiam.com.au,Small,46797,4
P & G PURPOSE AUSTRALIA LIMITED,https://pgpurpose.org/,Small,46803,3
Lions V Districts Cancer Foundation Inc,http://lionsvdcf.org.au/,Medium,46921,2
Enfield Heights Church Of Christ,http://www.churchesofchrist-sa.org.au,Small,46951,23
The Trustee For Marysville and Triangle Community Foundation,www.marysvilletrianglefoundation.org.au,Small,46956,9
The Anglican Parish of The Wollombi Valley,https://www.parishofthewollombivalley.org/,Small,46983,75
Fingal Beach Surf Life Saving Club incorporated,https://www.fingalbeachslsc.com,Small,46987,58
WENDOUREE NEIGHBOURHOOD CENTRE INC,www.wnc.org.au,Medium,46989,18
Nightlight,www.nightlight.org.au,Small,47008,18
Darebin Information Volunteer & Resource Service Incorporated,www.divrs.org.au,Medium,47014,46
St Leonards Catholic Church Glen Waverley,http://pol.org.au/glenwaverley,Medium,47024,37
Brisbane Multicultural Arts Centre Limited,www.bemac.org.au,Medium,47033,35
St John The Baptist Church Ferntree Gully,http://www.stjohnthebaptist.net.au,Medium,47036,111
St Marys Cathedral Parish Sale,www.cdsale.org.au,Medium,47060,149
Peninsula Vineyard Community Church,www.peninsulachurch.org/,Small,47097,16
Light Of Hope Limited,lightofhope.org.au,Small,47111,26
Southern Grampians Life Centres Inc,www.sglifecentre.com.au,Small,47127,35
Unlimited CRC Inc,http://www.unlimitedcrc.com.au,Small,47146,23
Lifetime Connect Limited,https://lifetimeconnect.org.au,Large,47177,36
Legal Aid Commission Of NSW,www.legalaid.nsw.gov.au,Large,47206,43
Community Early Learning Australia Limited.,https://www.cela.org.au/,Large,47209,44
Roberta Jull Community Care Association Inc,minnahouse.org.au,Medium,47210,40
Anglican Parish Of Mid Richmond,www.anglicanmidrichmond.com,Small,47212,48
Jewish National Fund Environmental Association Of Australia Inc,www.jnf.org.au,Large,47238,27
Richmond Churches Food Centre Incorporated,http://richmondchurches.weebly.com/,Small,47243,2
Baptist Care (Sa) Incorporated,www.baptistcaresa.org.au/,Large,47250,14
Jim & Debra Walker Ministries Incorporated,http://www.jdwalkerministries.com,Small,47272,20
Switchboard (Victoria) Inc,www.switchboard.org.au,Large,47311,25
Yacaaba Centre Information & Counselling Service Port Stephens Incorporated,www.yacaabacentre.com.au,Medium,47319,33
North East Community Assistance Project Inc,www.necap.org.au,Small,47331,42
St Brendan's Catholic Church Flemington,https://flemkencatholic.com,Small,47375,131
Rotary Action Group for Family Safety Inc,http://www.ragfamsafe.org,Small,47378,4
St Vincent De Paul Catholic Church Strathmore,http://pol.org.au/strathmore,Small,47388,81
The Cat Protection Society of NSW Limited,www.catprotection.org.au,Large,47450,44
Aboriginal & Torres Strait Islander Community Health Service Mackay Ltd,www.atsichs.org.au,Large,47466,43
The Harris Family Seeds of Hope Foundation No. 2,https://www.harrisfamilysoh.org,Small,47527,4
Bellarine Gateway Anglican Parish,www.bgap.church,Small,47539,55
Deaf Action Ltd,https://deafmin.org/deaf-action/,Medium,47542,15
Saint Francis Xavier's Catholic Church Frankston,https://www.frankstoncatholic.com.au,Small,47548,95
Australian Capital Territory Council Of Social Service Inc,www.actcoss.org.au,Large,47614,60
Word In Heart International Ministries Australia,https://wordnheart925872165.wordpress.com,Small,47615,8
Hunter Christian Life Centre Incorporated,hunterchristianlifecentre.org.au,Small,47649,25
Western Sydney Community Legal Centre Limited,www.wsclc.org.au,Large,47688,44
Surfers Paradise Assembly of God Property Holdings Ltd,www.presence.org.au,Large,47720,33
Project Underdog Rescue Inc,https://projectunderdogrescue.org.au,Small,47815,6
The MindShift Foundation,www.mindshift.org.au,Small,47844,10
Truc Lam Zen Incorporated,truclamphucduc.org.au,Small,47867,13
Sakks - Supporting Aussie Kids With Kabuki Syndrome Incorporated,https://sakks.org,Small,47920,14
Community Mental Health Australia Incorporated,www.cmha.org.au,Large,47940,15
Woodbine Neighbourhood Centre Incorporated,www.woodbinenc.org.au,Small,47941,35
Coast Watch Radio And Marine Rescue Squad Incorporated,www.coastwatchoceangrove.com.au/,Small,47945,47
The South Burnett Pantry Inc,http://www.thesouthburnettpantryinc.org,Small,47958,10
Maffra Neighbourhood House Inc.,https://maffranh.wixsite.com/maffranh,Small,47963,17
Winmalee Neighbourhood Centre Inc,www.winmaleeneighbourhoodcentre.com.au,Medium,48005,32
St Thomas Mores Catholic Church Mt Eliza,http://pol.org.au/mounteliza/Home.aspx,Small,48031,43
Nepean Therapy Dogs Incorporated,www.therapydogs.com.au,Small,48086,23
The Chai Charitable Foundation Ltd,www.chai.org.au,Large,48135,5
Australian Independent Schools Fund Limited,www.aisnsw.edu.au,Small,48144,4
The Sunlight Centre NFP Ltd,www.sunlightcentre.com.au,Small,48145,4
Buchan District Outreach Inc,buchan.vic.au,Small,48193,35
THE ENDEAVOUR HILLS NEIGHBOURHOOD CENTRE INC.,https://www.ehillsnc.org.au,Medium,48215,5
The Trustee For Family Challenge Charitable Trust,www.familychallenge.com.au,Small,48218,19
Peace Australasia inc,www.peaceaustralasia.com.au,Small,48231,4
Community Development Services Inc,https://mysd.com.au/cds,Medium,48239,36
Youth on Fire WA Incorporated,https://www.facebook.com/YouthOnFireWA/,Small,48284,4
Mindaribba Local Aboriginal Land Council,https://m.facebook.com.mindaribba,Large,48296,26
Port Melbourne Middle Park Parish,https://sj-mc.org.au,Medium,48327,113
Baptist Church Merrylands,www.merrylandsbaptist.org.au,Small,48420,54
Shoalhaven Suicide Prevention & Awareness Network Incorporated,www.sspan.org.au,Small,48424,11
St Mary's Church Lancefield,http://pol.org.au/lancefield,Small,48429,116
Lifecity Church Brisbane,www.lifecity.com.au,Medium,48460,22
St Josephs Catholic Church Elsternwick,http://pol.org.au/elsternwick,Small,48473,97
Cultural Diversity Network International,www.cdninternational.net,Small,48490,11
Friends of The Pound (Tweed) Inc,www.friendsofthepound.com,Medium,48505,19
Top End Lutheran Parish,www.darwinlutheranchurch.org.au,Small,48559,26
Erac Australia,http://www.lifelinealburywodonga.org.au,Large,48562,8
The Potters House Maroochydore,pottershousesunshinecoast.com.au,Small,48585,2
Quang Duc Buddhist Welfare Association Of Victoria Inc,www.quangduc.com.au,Small,48599,31
Western Sydney Community Centre Incorporated,www.wscci.org.au,Large,48632,7
Calvary Worship Centre Incorporated,cwc.org.au,Medium,48666,36
Williamstown Baptist Church,www.bethtephillah.com,Small,48674,153
St Anthonys Catholic Church Noble Park,https://www.stanthonysparish.net,Medium,48724,66
Keith Lutheran Church,www.facebook.com/bordertownlutheranparish,Small,48770,56
PROJECT4CHANGE limited,https://www.project4change.org.au,Small,48797,7
The Trustee For Jccv Cultural Fund,www.jccv.org.au,Medium,48859,14
AUSTRALIAN FIRST RESPONDER FOUNDATION LTD,https://afrf.com.au,Small,48860,1
Miracle Restoration Ministries Inc.,miraclerestoration.org,Small,48897,7
Mackay Advocacy Inc,www.mackayadvocacy.com.au,Medium,48899,28
Burnie Crusade Centre Incorporated,https://burniecitychurch.com,Medium,48916,45
Wicen (NSW) Inc.,https://nsw.wicen.org.au,Small,48929,33
Tathra Surf Life Saving Club Inc,http://www.tathrasurfclub.org.au,Small,48944,113
The Preventatists Incorporated,http://www.thepreventatists.com,Small,49010,14
Healthy Cities Illawarra Incorporated,www.healthycities.org.au,Large,49055,32
Australian Relief & Mercy Services Limited,www.australianmercy.org.au,Large,49098,33
Presbyterian Church Of Australia In The State Of NSW Parish Of Toukley,https://toukleypc.org.au,Small,49106,70
Help A Friend Club Toowoomba Inc,http://www.hafc.org.au,Large,49107,39
Australian Haemophilia Centre Directors Organisation,www.ahcdo.org.au,Large,49121,21
Samaritan's Purse - Australia Limited,www.samaritanspurse.org.au,Large,49138,27
Anglican Parish Of Onkaparinga Valley,murray.anglican.org,Medium,49159,173
Voice Inc.,https://www.voice.org.au/,Small,49179,10
Dandenong Casey Super Clinic Limited,www.berwickhealthcare.com.au,Large,49202,13
St. Mary's Jacobite Syrian Orthodox Church Inc.,www.jacobitechurchmelbourne.org,Small,49236,13
World Harvest Christian Centre Inc,https://www.discoverlife.org.au/,Medium,49268,45
Southern Peninsula Community Support Inc.,http://www.spcsic.org,Medium,49273,38
St Cecilia's Catholic Church South Camberwell,http://pol.org.au/camberwellsouth,Small,49276,76
Institute of Public Works Engineering Australasia Queensland,www.ipweaq.com,Large,49278,50
Milpara Community House Inc,http://milparacommunityhouse.org.au,Medium,49353,33
Transform4Life Inc.,https://transform4life.org.au/,Small,49363,11
Zions Hill Church Inc,www.zionshill.com.au,Small,49379,23
Australian Guild Of Music Education Incorporated,www.guildmusic.edu.au,Medium,49386,36
Holy Apostles Anglican Parish Sunshine Braybrook,holyapostles.org.au,Small,49458,127
Comfort Care Foundation Inc.,http://comfortcarefoundation1.com,Small,49480,4
Wangi Mens Shed Incorporated,www.wangimensshed.com,Small,49511,8
DOGS4JOBS LTD,www.facebook.com/dogs4jobs,Small,49565,2
CINNAMON NETWORK AUSTRALIA LIMITED,https://nayba.co/au,Small,49567,2
Make a Difference PMQ Inc.,https://madpmq.com.au/,Small,49596,4
Floatation Therapy Australia,www.floattherapy.org.au,Small,49631,3
Australian Social Investment Trust,www.asit.org.au,Small,49660,7
WA Landcare Network Inc.,www.landcarewa.org.au/,Medium,49666,7
Dominics East Camberwell Catholic Church,https://www.cbdparish.org.au/,Medium,49684,98
Aboriginal Corporation of Tasmania Legal Services,www.tals.net.au,Large,49693,2
Council Of Social Service Of New South Wales,www.ncoss.org.au,Large,49800,87
Mission Enterprises (Victoria) Limited,www.missionenterprises.org.au,Large,49811,44
West Coast Youth And Community Support Incorporated,https://www.wcycs.com.au,Large,49822,37
Y-Care (South East Queensland) Inc.,www.ymcabrisbane.org,Large,49842,17
TEAR Australia,www.tearfund.org.au,Large,49869,51
Adventist Development And Relief Agency Australia Ltd,http://www.adra.org.au,Large,49895,18
K.I.D.S. Foundation,www.kidsfoundation.org.au,Medium,49896,18
Domestic Violence Is Never Acceptable Incorporated,http://www.facebook.com/DomesticViolenceIsNeverAcceptable,Small,49959,7
Financial Counselling Foundation,https://www.financialcounsellingfoundation.org/,Medium,49968,4
The Trustee For Redlands Foundation Open Trust,www.redlandfoundation.org.au/,Small,49990,14
International Mission Ministries Inc,www.imm.org.au,Medium,50021,27
The Roman Catholic Diocese of Sale Charitable Fund,www.trinityfamilies.org.au,Small,50054,23
Whittlesea/Mernda Presbyterian Church,http://www.whittleseapc.org.au/,Small,50069,157
TURKISH ISLAMIC SOCIETY OF VICTORIA,www.cic.org.au,Medium,50135,36
Monty's Place Narooma,montysplacenarooma.com.au,Small,50143,8
Bendigo Family And Financial Services Incorporated,http://www.bffs.org.au,Large,50153,16
PIOA (QUEENSLAND) INC.,http://www.pioa.net,Small,50167,7
St Joseph's Friary Springvale,http://pol.org.au/springvalenorth/Home.aspx,Small,50196,86
WATER PARTNERS (AUST) LTD,http://www.waterpool.org.au,Large,50251,10
Queensland Social Enterprise Council Ltd,http://www.qsec.org.au/,Medium,50354,8
Loganlea Community Association Inc.,www.loganleacommunity.org.au,Small,50361,20
Fishability QLD Incorporated,www.fishabilityqld.com.au,Small,50381,3
St Peter and St Paul Fund,www.bbcatholic.org.au/chatswood,Small,50398,15
The Trustee For The Garden City Independent Baptist Trust,www.gardencitybaptistchurch.com.au,Medium,50426,16
Orange Grove Keswick Convention Inc,www.campwattlegrove.com.au,Small,50478,64
Nourish Mental Health Inc.,www.nmh.org.au,Small,50494,5
Shoalcoast Community Legal Centre Incorporated,www.shoalcoast.org.au,Large,50496,24
Royal Flying Doctor Service Of Australia (South Eastern Section),https://www.flyingdoctor.org.au/nswact/,Large,50505,86
NSW Outback Division Of General Practice Ltd,www.outbackdivision.org.au,Large,50541,28
Portarlington Neighbourhood House Inc,www.portnh.org.au,Small,50548,14
Effective Aid International Ltd,www.effectiveaid.org,Small,50567,18
Melbourne East General Practice Network Limited,https://www.outcomehealth.org.au/,Large,50588,14
Marathon Health Ltd,www.marathonhealth.com.au,Large,50611,10
St Francis De Sales Catholic Church Oak Park,http://pol.org.au/oakpark,Small,50633,61
Our Kitchen Table,https://www.ourkitchentable.org.au,Small,50649,5
Milton Ulladulla Family History Society Inc.,https://www.mufhsi.org,Small,50662,38
The Hospital Research Foundation Incorporated,http://www.hospitalresearch.com.au,Large,50677,57
Dress For Success Sydney Inc,www.sydney.dressforsuccess.org,Large,50704,14
The Junction Community Centre Inc,http://www.junctioncommunity.org.au,Medium,50705,36
Yumba-Meta Ltd,https://www.yumbameta.com.au,Large,50720,49
The Roman Catholic Church For The Diocese Of Bathurst As Trustee For Shalom House Of Prayer Carcoar,www.bathurst.catholic.org.au,Small,50747,46
Wagin Vineyard Christian Fellowship Incorporated,www.waginvineyard.org,Small,50780,27
Mums' Cottage Incorporated,www.mumscottage.org.au,Small,50818,6
Bridging Health Inc,www.bridginghealth.org,Small,50827,9
Global Medical Foundation Australia,http://www.gmfaustralia.org.au,Medium,50833,26
Western Queensland Primary Care Collaborative Limited,www.wqphn.com.au,Large,50882,6
Act for Peace Ltd,www.actforpeace.org.au,Large,50908,4
Asia Pacific Employee Assistance Roundtable Limited,www.apear.org,Small,50915,3
BUSHFIRE SURVIVORS FOR CLIMATE ACTION INCORPORATED,https://bushfiresurvivors.org/,Small,50949,1
Presbyterian Church Of Australia In The State Of NSW Parish Of Upper Manning,http://www.winghampresbyterian.com,Small,50960,157
Catholic Parish Of St.Mary Of The Presentation Mudgee,www.bathurst.catholic.org.au,Small,51029,170
Catholic Parish Of Our Lady Of Lourdes Wauchope - St Josephs Primary School Parents & Friends Association,http://www.wauplism.catholic.edu.au,Small,51036,42
Sale Neighbourhood House Incorporated,https://salenh.weeblysite.com/,Small,51044,41
The Trustee for Broadwater Southport Rotary Charitable Trust,https://broadwatersouthportrotary.org/,Small,51110,9
EGYPTIAN YOUTH AUSTRALIA INC,https://eyaustralia.com.au/,Small,51139,3
Sydney Eisteddfod,www.sydneyeisteddfod.com.au,Large,51157,90
Actionaid Australia,www.actionaid.org.au,Large,51160,54
Contact Bundoora Community Centre Incorporated,www.contactbundooracomcen.com.au,Small,51189,47
Student Care Inc,www.auu.org.au,Medium,51205,24
St Michaels Catholic Church - Traralgon,www.cdsale.org.au,Medium,51208,106
Magical Getaway Foundation,https://magicalgetawayfoundation.org/,Small,51254,16
Hosea Ministry International Ltd,http://www.hoseaministry.org,Small,51267,15
Churches Of Christ Building Extension Mutual Fund Incorporated,cocwa.com.au,Small,51290,58
St Louis De Montfort Catholic Church Aspendale,https://www.melbcatholic.org/s/mordialloc-aspendale,Small,51314,51
Catholic Parish Of St Michael & St John Bathurst,www.bathurst.catholic.org.au,Small,51332,183
Casey North Community Information & Support Service Inc.,www.caseynorthciss.com.au,Large,51427,25
Veritas Family Ltd,www.veritasfamily.com.au,Small,51503,7
Beit Neitser Messianic Fellowship Inc,http://beitneitser.com/,Small,51507,7
Macpherson Kelley Foundation,https://mk.com.au/macpherson-kelley-foundation/,Small,51509,6
Tas Council Of Churches & World Christian Action,www.tcctas.org.au,Small,51518,76
Christ Collective Ltd,www.christcollectivecom.au,Small,51523,6
Pets of the Homeless Ltd,www.petsofthehomeless.org.au,Medium,51530,5
Magen David Adom Ltd,www.magendavidadom.com.au,Large,51531,5
Help The Persecuted Limited,https://htp.org,Medium,51558,2
Accelerated Evolution - The Break Inc.,https://thebreak.org.au/,Small,51609,4
Community and Cultural Connections Inc,www.ccci.org.au,Medium,51626,46
Uca - Bay & Basin,www.bayandbasin.uca.org.au,Small,51629,45
Myall Youth and Community Network Centre Incorporated,www.mycnc.com.au,Small,51639,17
UnitingCare Health,http://www.unitingcareqld.com.au,Large,51679,45
Sadaqa Welfare Fund Incorporated,www.sadaqa.org.au,Large,51728,7
Crest NSW Inc,http://crest.org.au,Small,51748,46
Emmanuel Baptist Church Glenwood,www.emmanuel.org.au,Medium,51779,40
Australian And New Zealand Burn Association Limited,www.anzba.org.au,Medium,51809,46
Every Nation Christian Church Ltd,ensydneycity.org,Small,51838,23
No Limits Perth Inc,www.nolimitsperth.org.au,Small,51856,6
Sikh Youth Australia Ltd,www.sikhyouthaustralia.com,Small,51894,16
Life Choice International Mission Limited,www.lifechoiceinternational.com,Small,51910,9
St Monicas Catholic Church Moonee Ponds,https://www.stmonicasparish.com.au,Large,51934,169
Enough Is Enough Anti Violence Movement Incorporated,www.enoughisenough.org.au,Medium,51963,28
Sapphire Community Projects Incorporated,http://sapphirecommunity.org.au/,Small,51972,4
Australian Psychedelic Society Incorporated,www.psychedelicsociety.org.au,Small,52034,4
Sherwood Neighbourhood Centre Incorporated,www.sherwoodnc.org,Medium,52055,35
Drake Village Resource Centre Inc.,https://www.facebook.com/TheDVRC/,Small,52060,6
e-Kalvi Charity Fund Inc.,www.ekalvi.org,Small,52073,7
River Valley Church Inc,http://www.rivervalley.org.au,Small,52085,15
Open Harts Incorporated,www.openharts.org,Small,52115,13
Internet Bible College Incorporated,www.visioncolleges.edu.au,Small,52122,22
Victorian Public Tenants Association Inc,www.vpta.org.au,Medium,52154,22
Uca - Melton Uniting Church,www.muc.org.au,Medium,52182,45
St Bridgets Catholic Church Greythorn,https://www.stbridgetsgreythorn.org.au,Small,52189,61
Palm Beach Neighbourhood Centre Inc.,www.palmbeachnc.org.au,Medium,52198,32
The Presbyterian Church In Western Australia,pcwa.org.au,Small,52220,121
Mullumbimby & District Neighbourhood Centre Inc,http://www.mdnc.org.au,Medium,52238,35
Collective Hope Community Services Ltd,http://www.collectivehopeds.org.au,Large,52247,2
Mona Vale Spiritualist Church,www.statesofgrace.com.au,Small,52302,11
Lions Australia Fund for LCIF Incorporated,https://www.lionsclubs.org.au,Small,52354,6
Palliative Care Victoria Inc,www.pallcarevic.asn.au,Large,52366,31
Eastern Emergency Relief Network Inc,http://www.easternemergency.org.au,Small,52380,27
KOREAN PRESBYTERIAN CHURCH OF MELBOURNE,www.kpcmelbourne.com,Medium,52426,33
Australian Business Volunteers Limited,www.abv.org.au,Medium,52463,41
Queensland Positive People Inc.,http://www.qpp.org.au,Large,52466,19
Disciples Of Jesus Covenant Community Inc,https://dojcommunity.com/,Small,52498,40
Foodbank Queensland Limited,www.foodbankqld.org.au,Large,52501,27
RedR Australia Limited,www.redr.org.au,Large,52504,30
Madec Ltd,www.madec.org.au,Large,52535,19
Chosen Servant Ministries Limited,thrivemadagascar.org.au,Small,52562,14
STRATHEWEN BUSHFIRE RELIEF COMPANY LIMITED,www.strathewen.com.au,Small,52604,8
TRUE WORD OF GOD CHURCH INC.,www.truewordofgodchurch.com.au,Small,52655,8
Workskil Australia Incorporated,www.workskil.com.au,Large,52658,41
Immanuel Methodist Church Perth,https://immanuel.cmca.org.au/,Medium,52720,26
Baw Baw L2P Inc.,bawbawl2p.org,Small,52746,13
Financial Counselling Victoria Inc,https://fcvic.org.au/,Large,52790,26
Port Macquarie Neighbourhood Centre Inc,www.hastingsneighbourhoodservices.org.au,Large,52843,35
Gurkha Welfare Fund Australia Limited,https://www.gurkhasaustralia.org,Small,52850,7
Wise Angel Foundation Limited,www.facebook.com,Small,52856,6
St John's Lutheran Church Unley Inc,www.stjohnsunley.lca.org.au,Medium,52878,53
Cross Culture Church Inc.,https://crosscultureperth.com.au/,Small,52957,10
Northmead Christadelphian Ecclesiaour Church Organisation,www.easybibletruth.org.au,Small,52958,66
ST.THOMAS JACOBITE SYRIAN ORTHODOX CHURCH MELBOURNE,www.stthomasmelbourne.org.au,Small,52963,9
Bulahdelah Pre School,www.buhladelahpreschool.com.au,Medium,52971,47
Baba Mazari Foundation Incorporated,bmfoundation.org.au/contact-us/,Medium,52994,5
Community Migrant Resource Centre Incorporated,www.cmrc.com.au,Large,53010,26
Saint Luke the Evangelist Catholic Parish,https://blackburnsouth.org.au,Small,53018,59
Lighthouse Christian Centre,www.lccaustralia.com,Medium,53028,22
Kurri Kurri And District Pre School Social Committee,www.kurripreschool.com,Small,53066,24
World Day Of Prayer Australia,www.worlddayofprayeraustralia.org,Small,53088,95
BaptistCare NSW & ACT,baptistcare.org.au/,Large,53124,78
Therapeutic Dog Services Incorporated,http://www.therapeuticdogservices.org,Small,53144,10
Tenants Union Of Tasmania Inc,tutas.org.au,Medium,53145,43
Southern Life Church Incorporated,http://www.southernlife.org.au,Medium,53167,35
Revival Centres International - Coffs Harbour,revivalcentres.org,Small,53192,36
St Agatha's Catholic Church-Cranbourne,www.cdsale.org.au,Medium,53208,49
North Queensland Combined Womens Services Incorporated,https://www.thewomenscentre.org.au,Large,53221,32
Australasian Council Of Dental Schools Ltd,http://acods.com.au,Small,53248,12
Dorrigo Lifesprings Church Inc,www.destinationdorrigo.com/lifesprings-church,Small,53302,3
Townsville Pastoral Agricultural & Industrial Association,www.townsvilleshow.com.au,Large,53361,142
The Upeksa Buddhist Meditation Village Incorporated,www.upeksameditationvillage.com,Small,53407,25
Neighbourhood Watch 3193 Incorporated,www.nhw.com.au/beaumaris,Small,53462,3
The Australian Centre For Social Innovation Inc,www.tacsi.org.au,Large,53467,13
The Trustee For The Sisters Of Mercy Overseas Aid Fund,mercyworks.org.au/,Medium,53469,11
The Trustee For The Association Of Financial Advisers,www.afa.asn.au,Small,53483,14
Stronger Brains Limited,www.strongerbrains.org,Small,53536,5
Holy Redeemer Servant Community,www.holyredeemersc.com,Small,53543,35
ACTSINTUITIVELY AUSTRALIA LTD,https://actsintuitively.org/,Small,53582,2
Volunteering Sunshine Coast Incorporated,www.volunteeringsunshinecoast.org.au,Small,53659,19
Legal Services Commission of SA,https://lsc.sa.gov.au,Large,53667,43
St Bernards Catholic Church Bacchus Marsh,http://pol.org.au/bacchusmarsh,Small,53668,170
Victory College,https://www.victorycollege.com.au,Large,53706,46
Traralgon Public Cemetery Fund,www.gippslandmemorialpark.com,Large,53709,17
St Johns Church Mitcham,https://stjohnsmitcham.com.au/,Medium,53790,70
Global Hand Charity Inc,www.globalhandcharity.org.au,Small,53844,10
Melkite Catholic Eparchy Corporation,www.melkite.org.au,Large,53865,25
Parkes Community Church,www.parkescommunitychurch.com.au,Small,53893,44
The Church Of Pentecost Australia Limited,http://www.pentecostau.com,Large,53911,24
Swan Unit Western Australian State Emergency Service Incorporated,https://www.swanses.org.au/,Small,53916,29
Thread Together Limited,threadtogether.org/,Medium,53933,9
ST VINCENT DE PAUL SOCIETY NSW,www.vinnies.org.au/home-nsw,Large,53934,9
VIVA Mutual Foundation Limited,www.vivamutual.org,Medium,53942,8
Mt Rothwell Landcare Volunteer Inc,https://www.mtrothwell.com.au/mtrothwell-landcare-volunteers,Small,53990,8
Anglican Parish Of Christ Church,christchurchcathedral.org.au,Medium,53996,120
Albany Volunteer State Emergency Service Unit Inc,https://www.facebook.com/albanyvolunteerstateemergencyservice/,Small,54071,28
Family Based Care Association North West Inc,www.familybasedcare.org.au,Large,54073,34
Noble Park Community Centre Inc,http://www.nobleparkcommunitycentre.org.au,Medium,54092,67
Bay Of Isles Community Outreach Inc,https://www.boico.org.au,Large,54128,26
The Religious Society Of Friends(Canberra) Incorporated,https://actquakers.org.au/,Small,54129,62
The Trustee For Pet Medical Crisis Fund,http://www.petmedicalcrisis.com.au,Small,54135,12
St Thomas Mores Catholic Church Belgrave,http://pol.org.au/belgrave,Small,54168,63
David Lynch Foundation Australia Ltd,www.davidlynchfoundation.org.au,Small,54232,4
Royal Agricultural Society Of Western Australia Incorporated,https://www.raswa.org.au/,Large,54289,191
St Augustine's Catholic Church Yarraville,https://www.staugustinesparish.org.au,Small,54309,112
Psychotherapy And Counselling Federation Of Australia,www.pacfa.org.au,Large,54372,23
Anglican Parish Of Gosford,https://www.gosfordanglican.org.au,Medium,54388,175
The Unley Assembly Incorporated,www.unleychristianchapel.org,Small,54406,70
Helpful Hampers,www.facebook.com/helpfulhamper,Small,54427,8
JONGLEI FOOD SECURITY INITIATIVE (JFS)INC,www.jongleifoodsecurity.org,Small,54442,3
Chabad Lubavitch Of Western Australia Inc,www.chabadwa.org,Medium,54505,16
New Heights Christian Fellowship,https://www.nhcflismore.com,Small,54521,17
